userid,courseid,quizid,attemptid,raw_timefinish,local_timefinish
1431,134,115,,,
1431,134,116,,,
1431,134,117,,,
1431,134,118,,,
1432,134,106,,,
1432,134,107,1871,1769134735,2026-01-23 09:18:55
1432,134,108,1870,1769134417,2026-01-23 09:13:37
1432,134,109,,,
1432,134,110,1872,1769136393,2026-01-23 09:46:33
1432,134,110,1873,1769136568,2026-01-23 09:49:28
1432,134,111,,,
1432,134,112,,,
1432,134,113,,,
1432,134,114,,,
1432,134,115,,,
1432,134,116,,,
1432,134,117,,,
1432,134,118,,,
1433,134,106,1787,1768744749,2026-01-18 20:59:09
1433,134,107,1788,1768745450,2026-01-18 21:10:50
1433,134,108,,,
1433,134,109,,,
1433,134,110,,,
1433,134,111,,,
1433,134,112,,,
1433,134,113,,,
1433,134,114,,,
1433,134,115,,,
1433,134,116,,,
1433,134,117,,,
1433,134,118,,,
1434,134,106,,,
1434,134,107,,,
1434,134,108,,,
1434,134,109,,,
1434,134,110,,,
1434,134,111,,,
1434,134,112,,,
1434,134,113,,,
1434,134,114,,,
1434,134,115,,,
1434,134,116,,,
1434,134,117,,,
1434,134,118,,,
1435,134,106,1833,1769002058,2026-01-21 20:27:38
1435,134,106,1834,1769002335,2026-01-21 20:32:15
1435,134,107,,,
1435,134,108,,,
1435,134,109,,,
1435,134,110,,,
1435,134,111,,,
1435,134,112,,,
1435,134,113,,,
1435,134,114,,,
1435,134,115,,,
1435,134,116,,,
1435,134,117,,,
1435,134,118,,,
1436,134,106,,,
1436,134,107,,,
1436,134,108,,,
1436,134,109,,,
1436,134,110,,,
1436,134,111,,,
1436,134,112,,,
1436,134,113,,,
1436,134,114,,,
1436,134,115,,,
1436,134,116,,,
1436,134,117,,,
1436,134,118,,,
1437,134,106,,,
1437,134,107,,,
1437,134,108,,,
1437,134,109,,,
1437,134,110,,,
1437,134,111,,,
1437,134,112,,,
1437,134,113,,,
1437,134,114,,,
1437,134,115,,,
1437,134,116,,,
1437,134,117,,,
1437,134,118,,,
1438,134,106,,,
1438,134,107,,,
1438,134,108,,,
1438,134,109,,,
1438,134,110,,,
1438,134,111,,,
1438,134,112,,,
1438,134,113,,,
1438,134,114,,,
1438,134,115,,,
1438,134,116,,,
1438,134,117,,,
1438,134,118,,,
1439,134,106,,,
1439,134,107,1790,1768814607,2026-01-19 16:23:27
1439,134,108,1791,1768815659,2026-01-19 16:40:59
1439,134,109,,,
1439,134,110,,,
1439,134,111,,,
1439,134,112,,,
1439,134,113,,,
1439,134,114,,,
1439,134,115,,,
1439,134,116,,,
1439,134,117,,,
1439,134,118,,,
1440,134,106,,,
1440,134,107,,,
1440,134,108,,,
1440,134,109,,,
1440,134,110,,,
1440,134,111,,,
1440,134,112,,,
1440,134,113,,,
1440,134,114,,,
1440,134,115,,,
1440,134,116,,,
1440,134,117,,,
1440,134,118,,,
1441,134,106,,,
1441,134,107,1827,1768964404,2026-01-21 10:00:04
1441,134,108,1826,1768964012,2026-01-21 09:53:32
1441,134,109,1858,1769051013,2026-01-22 10:03:33
1441,134,110,1862,1769051379,2026-01-22 10:09:39
1441,134,111,1921,1769499752,2026-01-27 14:42:32
1441,134,112,1922,1769499899,2026-01-27 14:44:59
1441,134,113,1923,1769501353,2026-01-27 15:09:13
1441,134,114,,,
1441,134,115,,,
1441,134,116,,,
1441,134,117,,,
1441,134,118,,,
1442,134,106,,,
1442,134,107,,,
1442,134,108,,,
1442,134,109,,,
1442,134,110,,,
1442,134,111,,,
1442,134,112,,,
1442,134,113,,,
1442,134,114,,,
1442,134,115,,,
1442,134,116,,,
1442,134,117,,,
1442,134,118,,,
1443,134,106,,,
1443,134,107,,,
1443,134,108,,,
1443,134,109,,,
1443,134,110,,,
1443,134,111,,,
1443,134,112,,,
1443,134,113,,,
1443,134,114,,,
1443,134,115,,,
1443,134,116,,,
1443,134,117,,,
1443,134,118,,,
1444,134,106,,,
1444,134,107,,,
1444,134,108,,,
1444,134,109,,,
1444,134,110,1831,1768998701,2026-01-21 19:31:41
1444,134,111,,,
1444,134,112,1832,1768999131,2026-01-21 19:38:51
1444,134,113,,,
1444,134,114,,,
1444,134,115,,,
1444,134,116,,,
1444,134,117,,,
1444,134,118,,,
1445,134,106,1868,1769093792,2026-01-22 21:56:32
1445,134,107,1869,1769094382,2026-01-22 22:06:22
1445,134,108,,,
1445,134,109,,,
1445,134,110,,,
1445,134,111,,,
1445,134,112,,,
1445,134,113,,,
1445,134,114,,,
1445,134,115,,,
1445,134,116,,,
1445,134,117,,,
1445,134,118,,,
69,137,233,,,
69,137,234,,,
69,137,235,,,
69,137,236,,,
69,137,237,,,
69,137,238,,,
69,137,239,,,
69,137,240,,,
69,137,241,,,
69,137,242,,,
69,137,243,,,
69,137,244,,,
69,137,247,,,
69,137,259,,,
69,137,260,,,
69,137,261,,,
69,137,262,,,
69,137,271,,,
69,137,272,,,
69,137,273,,,
69,137,274,,,
69,137,275,,,
69,137,276,,,
69,137,277,,,
69,137,279,,,
70,137,233,,,
70,137,234,,,
70,137,235,,,
70,137,236,,,
70,137,237,,,
70,137,238,,,
70,137,239,,,
70,137,240,,,
70,137,241,,,
70,137,242,,,
70,137,243,,,
70,137,244,,,
70,137,247,,,
70,137,259,,,
70,137,260,,,
70,137,261,,,
70,137,262,,,
70,137,271,,,
70,137,272,,,
70,137,273,,,
70,137,274,,,
70,137,275,,,
70,137,276,,,
70,137,277,,,
70,137,279,,,
1162,137,233,,,
1162,137,234,,,
1162,137,235,,,
1162,137,236,,,
1162,137,237,,,
1162,137,238,,,
1162,137,239,,,
1162,137,240,,,
1162,137,241,,,
1162,137,242,,,
1162,137,243,,,
1162,137,244,,,
1162,137,247,4935,1775461183,2026-04-06 14:39:43
1162,137,259,,,
1162,137,260,,,
1162,137,261,,,
1162,137,262,,,
1162,137,271,,,
1162,137,272,,,
1162,137,273,,,
1162,137,274,,,
1162,137,275,,,
1162,137,276,,,
1162,137,277,5383,1776240949,2026-04-15 15:15:49
1162,137,279,,,
1163,137,233,5332,1776169684,2026-04-14 19:28:04
1163,137,234,5333,1776171511,2026-04-14 19:58:31
1163,137,235,5336,1776173948,2026-04-14 20:39:08
1163,137,236,,,
1163,137,237,5337,1776176605,2026-04-14 21:23:25
1163,137,238,5340,1776177458,2026-04-14 21:37:38
1163,137,239,,,
1163,137,240,,,
1163,137,241,,,
1163,137,242,,,
1163,137,243,5366,1776230898,2026-04-15 12:28:18
1163,137,244,5367,1776231651,2026-04-15 12:40:51
1163,137,247,4909,1775460212,2026-04-06 14:23:32
1163,137,259,,,
1163,137,260,,,
1163,137,261,,,
1163,137,262,,,
1163,137,271,,,
1163,137,272,,,
1163,137,273,,,
1163,137,274,,,
1163,137,275,,,
1163,137,276,,,
1163,137,277,5372,1776240181,2026-04-15 15:03:01
1163,137,279,,,
1164,137,233,,,
1164,137,234,5242,1775810084,2026-04-10 15:34:44
1164,137,235,5247,1776175776,2026-04-14 21:09:36
1164,137,235,5338,1776176279,2026-04-14 21:17:59
1164,137,236,,,
1164,137,237,5339,1776177216,2026-04-14 21:33:36
1164,137,238,5342,1776178058,2026-04-14 21:47:38
1164,137,239,5344,1776179382,2026-04-14 22:09:42
1164,137,240,5359,1776225377,2026-04-15 10:56:17
1164,137,241,5360,1776226570,2026-04-15 11:16:10
1164,137,242,5363,1776226761,2026-04-15 11:19:21
1164,137,243,,,
1164,137,244,,,
1164,137,247,4940,1775461611,2026-04-06 14:46:51
1164,137,259,,,
1164,137,260,,,
1164,137,261,,,
1164,137,262,,,
1164,137,271,,,
1164,137,272,,,
1164,137,273,,,
1164,137,274,,,
1164,137,275,,,
1164,137,276,,,
1164,137,277,5379,1776238649,2026-04-15 14:37:29
1164,137,279,,,
1165,137,233,,,
1165,137,234,,,
1165,137,235,,,
1165,137,236,,,
1165,137,237,,,
1165,137,238,,,
1165,137,239,,,
1165,137,240,,,
1165,137,241,,,
1165,137,242,,,
1165,137,243,,,
1165,137,244,,,
1165,137,247,4925,1775460224,2026-04-06 14:23:44
1165,137,259,,,
1165,137,260,,,
1165,137,261,,,
1165,137,262,,,
1165,137,271,,,
1165,137,272,,,
1165,137,273,,,
1165,137,274,,,
1165,137,275,,,
1165,137,276,,,
1165,137,277,5402,1776241400,2026-04-15 15:23:20
1165,137,279,,,
1166,137,233,,,
1166,137,234,,,
1166,137,235,,,
1166,137,236,,,
1166,137,237,,,
1166,137,238,,,
1166,137,239,,,
1166,137,240,,,
1166,137,241,,,
1166,137,242,,,
1166,137,243,,,
1166,137,244,,,
1166,137,247,4918,1775461952,2026-04-06 14:52:32
1166,137,259,,,
1166,137,260,,,
1166,137,261,,,
1166,137,262,,,
1166,137,271,,,
1166,137,272,,,
1166,137,273,,,
1166,137,274,,,
1166,137,275,,,
1166,137,276,,,
1166,137,277,5381,1776241375,2026-04-15 15:22:55
1166,137,279,,,
1167,137,233,,,
1167,137,234,,,
1167,137,235,,,
1167,137,236,,,
1167,137,237,,,
1167,137,238,,,
1167,137,239,,,
1167,137,240,,,
1167,137,241,,,
1167,137,242,,,
1167,137,243,,,
1167,137,244,,,
1167,137,247,4915,1775459293,2026-04-06 14:08:13
1167,137,259,,,
1167,137,260,,,
1167,137,261,,,
1167,137,262,,,
1167,137,271,,,
1167,137,272,,,
1167,137,273,,,
1167,137,274,,,
1167,137,275,,,
1167,137,276,,,
1167,137,277,5371,1776240332,2026-04-15 15:05:32
1167,137,279,,,
1168,137,233,,,
1168,137,234,,,
1168,137,235,,,
1168,137,236,,,
1168,137,237,,,
1168,137,238,,,
1168,137,239,,,
1168,137,240,,,
1168,137,241,,,
1168,137,242,,,
1168,137,243,,,
1168,137,244,,,
1168,137,247,4922,1775461572,2026-04-06 14:46:12
1168,137,259,,,
1168,137,260,,,
1168,137,261,,,
1168,137,262,,,
1168,137,271,,,
1168,137,272,,,
1168,137,273,,,
1168,137,274,,,
1168,137,275,,,
1168,137,276,,,
1168,137,277,5405,1776240966,2026-04-15 15:16:06
1168,137,279,,,
1169,137,233,,,
1169,137,234,,,
1169,137,235,,,
1169,137,236,,,
1169,137,237,,,
1169,137,238,,,
1169,137,239,,,
1169,137,240,,,
1169,137,241,,,
1169,137,242,,,
1169,137,243,,,
1169,137,244,,,
1169,137,247,4916,1775462795,2026-04-06 15:06:35
1169,137,259,,,
1169,137,260,,,
1169,137,261,,,
1169,137,262,,,
1169,137,271,,,
1169,137,272,,,
1169,137,273,,,
1169,137,274,,,
1169,137,275,,,
1169,137,276,,,
1169,137,277,5404,1776241523,2026-04-15 15:25:23
1169,137,279,,,
1170,137,233,,,
1170,137,234,,,
1170,137,235,,,
1170,137,236,,,
1170,137,237,,,
1170,137,238,,,
1170,137,239,,,
1170,137,240,,,
1170,137,241,,,
1170,137,242,,,
1170,137,243,,,
1170,137,244,,,
1170,137,247,4936,1775463116,2026-04-06 15:11:56
1170,137,259,,,
1170,137,260,,,
1170,137,261,,,
1170,137,262,,,
1170,137,271,,,
1170,137,272,,,
1170,137,273,,,
1170,137,274,,,
1170,137,275,,,
1170,137,276,,,
1170,137,277,5391,1776240664,2026-04-15 15:11:04
1170,137,279,,,
1171,137,233,,,
1171,137,234,,,
1171,137,235,,,
1171,137,236,,,
1171,137,237,,,
1171,137,238,,,
1171,137,239,,,
1171,137,240,,,
1171,137,241,,,
1171,137,242,,,
1171,137,243,,,
1171,137,244,,,
1171,137,247,4934,1775461254,2026-04-06 14:40:54
1171,137,259,,,
1171,137,260,,,
1171,137,261,,,
1171,137,262,,,
1171,137,271,,,
1171,137,272,,,
1171,137,273,,,
1171,137,274,,,
1171,137,275,,,
1171,137,276,,,
1171,137,277,5400,1776240446,2026-04-15 15:07:26
1171,137,279,,,
1172,137,233,,,
1172,137,234,,,
1172,137,235,,,
1172,137,236,,,
1172,137,237,,,
1172,137,238,,,
1172,137,239,,,
1172,137,240,,,
1172,137,241,,,
1172,137,242,,,
1172,137,243,,,
1172,137,244,,,
1172,137,247,4931,1775461143,2026-04-06 14:39:03
1172,137,259,,,
1172,137,260,,,
1172,137,261,,,
1172,137,262,,,
1172,137,271,,,
1172,137,272,,,
1172,137,273,,,
1172,137,274,,,
1172,137,275,,,
1172,137,276,,,
1172,137,277,5395,1776240204,2026-04-15 15:03:24
1172,137,279,,,
1173,137,233,4903,1775456935,2026-04-06 13:28:55
1173,137,233,4913,1775457019,2026-04-06 13:30:19
1173,137,234,4920,1775458835,2026-04-06 14:00:35
1173,137,235,,,
1173,137,236,5181,1775632552,2026-04-08 14:15:52
1173,137,237,4942,1775633128,2026-04-08 14:25:28
1173,137,238,5215,1775634875,2026-04-08 14:54:35
1173,137,239,5216,1776182588,2026-04-14 23:03:08
1173,137,240,5254,1776184529,2026-04-14 23:35:29
1173,137,241,,,
1173,137,242,5260,1776181781,2026-04-14 22:49:41
1173,137,243,,,
1173,137,244,,,
1173,137,247,4944,1775462925,2026-04-06 15:08:45
1173,137,259,,,
1173,137,260,,,
1173,137,261,,,
1173,137,262,,,
1173,137,271,,,
1173,137,272,,,
1173,137,273,,,
1173,137,274,,,
1173,137,275,,,
1173,137,276,,,
1173,137,277,5396,1776240757,2026-04-15 15:12:37
1173,137,279,,,
1174,137,233,,,
1174,137,234,,,
1174,137,235,,,
1174,137,236,,,
1174,137,237,,,
1174,137,238,,,
1174,137,239,,,
1174,137,240,,,
1174,137,241,,,
1174,137,242,,,
1174,137,243,,,
1174,137,244,,,
1174,137,247,4904,1775459907,2026-04-06 14:18:27
1174,137,259,,,
1174,137,260,,,
1174,137,261,,,
1174,137,262,,,
1174,137,271,,,
1174,137,272,,,
1174,137,273,,,
1174,137,274,,,
1174,137,275,,,
1174,137,276,,,
1174,137,277,5377,1776241638,2026-04-15 15:27:18
1174,137,279,,,
1175,137,233,,,
1175,137,234,,,
1175,137,235,,,
1175,137,236,,,
1175,137,237,,,
1175,137,238,,,
1175,137,239,,,
1175,137,240,,,
1175,137,241,,,
1175,137,242,,,
1175,137,243,,,
1175,137,244,,,
1175,137,247,,,
1175,137,259,,,
1175,137,260,,,
1175,137,261,,,
1175,137,262,,,
1175,137,271,,,
1175,137,272,,,
1175,137,273,,,
1175,137,274,,,
1175,137,275,,,
1175,137,276,,,
1175,137,277,5374,1776240450,2026-04-15 15:07:30
1175,137,279,,,
1176,137,233,,,
1176,137,234,,,
1176,137,235,,,
1176,137,236,,,
1176,137,237,,,
1176,137,238,,,
1176,137,239,,,
1176,137,240,,,
1176,137,241,,,
1176,137,242,,,
1176,137,243,,,
1176,137,244,,,
1176,137,247,4943,1775463300,2026-04-06 15:15:00
1176,137,259,,,
1176,137,260,,,
1176,137,261,,,
1176,137,262,,,
1176,137,271,,,
1176,137,272,,,
1176,137,273,,,
1176,137,274,,,
1176,137,275,,,
1176,137,276,,,
1176,137,277,5388,1776239439,2026-04-15 14:50:39
1176,137,279,,,
1177,137,233,,,
1177,137,234,,,
1177,137,235,,,
1177,137,236,,,
1177,137,237,,,
1177,137,238,,,
1177,137,239,,,
1177,137,240,,,
1177,137,241,,,
1177,137,242,,,
1177,137,243,,,
1177,137,244,,,
1177,137,247,4923,1775463141,2026-04-06 15:12:21
1177,137,259,,,
1177,137,260,,,
1177,137,261,,,
1177,137,262,,,
1177,137,271,,,
1177,137,272,,,
1177,137,273,,,
1177,137,274,,,
1177,137,275,,,
1177,137,276,,,
1177,137,277,5382,1776240508,2026-04-15 15:08:28
1177,137,279,,,
1178,137,233,,,
1178,137,234,,,
1178,137,235,,,
1178,137,236,,,
1178,137,237,,,
1178,137,238,,,
1178,137,239,,,
1178,137,240,,,
1178,137,241,,,
1178,137,242,,,
1178,137,243,,,
1178,137,244,,,
1178,137,247,4912,1775461202,2026-04-06 14:40:02
1178,137,259,,,
1178,137,260,,,
1178,137,261,,,
1178,137,262,,,
1178,137,271,,,
1178,137,272,,,
1178,137,273,,,
1178,137,274,,,
1178,137,275,,,
1178,137,276,,,
1178,137,277,5387,1776240484,2026-04-15 15:08:04
1178,137,279,,,
1179,137,233,,,
1179,137,234,,,
1179,137,235,,,
1179,137,236,,,
1179,137,237,,,
1179,137,238,,,
1179,137,239,,,
1179,137,240,,,
1179,137,241,,,
1179,137,242,,,
1179,137,243,,,
1179,137,244,,,
1179,137,247,4908,1775461749,2026-04-06 14:49:09
1179,137,259,,,
1179,137,260,,,
1179,137,261,,,
1179,137,262,,,
1179,137,271,,,
1179,137,272,,,
1179,137,273,,,
1179,137,274,,,
1179,137,275,,,
1179,137,276,,,
1179,137,277,5378,1776240328,2026-04-15 15:05:28
1179,137,279,,,
1180,137,233,,,
1180,137,234,,,
1180,137,235,,,
1180,137,236,,,
1180,137,237,,,
1180,137,238,,,
1180,137,239,,,
1180,137,240,,,
1180,137,241,,,
1180,137,242,,,
1180,137,243,,,
1180,137,244,,,
1180,137,247,,,
1180,137,259,,,
1180,137,260,,,
1180,137,261,,,
1180,137,262,,,
1180,137,271,,,
1180,137,272,,,
1180,137,273,,,
1180,137,274,,,
1180,137,275,,,
1180,137,276,,,
1180,137,277,,,
1180,137,279,,,
1181,137,233,,,
1181,137,234,,,
1181,137,235,,,
1181,137,236,,,
1181,137,237,,,
1181,137,238,,,
1181,137,239,,,
1181,137,240,,,
1181,137,241,,,
1181,137,242,,,
1181,137,243,,,
1181,137,244,,,
1181,137,247,4919,1775461575,2026-04-06 14:46:15
1181,137,259,,,
1181,137,260,,,
1181,137,261,,,
1181,137,262,,,
1181,137,271,,,
1181,137,272,,,
1181,137,273,,,
1181,137,274,,,
1181,137,275,,,
1181,137,276,,,
1181,137,277,5398,1776240307,2026-04-15 15:05:07
1181,137,279,,,
1182,137,233,,,
1182,137,234,,,
1182,137,235,,,
1182,137,236,,,
1182,137,237,,,
1182,137,238,,,
1182,137,239,,,
1182,137,240,,,
1182,137,241,,,
1182,137,242,,,
1182,137,243,,,
1182,137,244,,,
1182,137,247,4937,1775463301,2026-04-06 15:15:01
1182,137,259,,,
1182,137,260,,,
1182,137,261,,,
1182,137,262,,,
1182,137,271,,,
1182,137,272,,,
1182,137,273,,,
1182,137,274,,,
1182,137,275,,,
1182,137,276,,,
1182,137,277,5394,1776241397,2026-04-15 15:23:17
1182,137,279,,,
1183,137,233,,,
1183,137,234,,,
1183,137,235,,,
1183,137,236,,,
1183,137,237,,,
1183,137,238,,,
1183,137,239,,,
1183,137,240,,,
1183,137,241,,,
1183,137,242,,,
1183,137,243,,,
1183,137,244,,,
1183,137,247,4927,1775461611,2026-04-06 14:46:51
1183,137,259,,,
1183,137,260,,,
1183,137,261,,,
1183,137,262,,,
1183,137,271,,,
1183,137,272,,,
1183,137,273,,,
1183,137,274,,,
1183,137,275,,,
1183,137,276,,,
1183,137,277,5376,1776240476,2026-04-15 15:07:56
1183,137,279,,,
1184,137,233,,,
1184,137,234,,,
1184,137,235,,,
1184,137,236,,,
1184,137,237,,,
1184,137,238,,,
1184,137,239,,,
1184,137,240,,,
1184,137,241,,,
1184,137,242,,,
1184,137,243,,,
1184,137,244,,,
1184,137,247,4929,1775462895,2026-04-06 15:08:15
1184,137,259,,,
1184,137,260,,,
1184,137,261,,,
1184,137,262,,,
1184,137,271,,,
1184,137,272,,,
1184,137,273,,,
1184,137,274,,,
1184,137,275,,,
1184,137,276,,,
1184,137,277,5397,1776240771,2026-04-15 15:12:51
1184,137,279,,,
1185,137,233,5335,1776171080,2026-04-14 19:51:20
1185,137,234,5330,1776170573,2026-04-14 19:42:53
1185,137,234,5334,1776170940,2026-04-14 19:49:00
1185,137,235,5341,1776182171,2026-04-14 22:56:11
1185,137,236,,,
1185,137,237,5349,1776183892,2026-04-14 23:24:52
1185,137,238,,,
1185,137,239,5364,1776228462,2026-04-15 11:47:42
1185,137,240,,,
1185,137,241,,,
1185,137,242,,,
1185,137,243,,,
1185,137,244,,,
1185,137,247,4924,1775460455,2026-04-06 14:27:35
1185,137,259,,,
1185,137,260,,,
1185,137,261,,,
1185,137,262,,,
1185,137,271,,,
1185,137,272,,,
1185,137,273,,,
1185,137,274,,,
1185,137,275,,,
1185,137,276,,,
1185,137,277,5401,1776240491,2026-04-15 15:08:11
1185,137,279,,,
1186,137,233,,,
1186,137,234,,,
1186,137,235,,,
1186,137,236,,,
1186,137,237,,,
1186,137,238,,,
1186,137,239,,,
1186,137,240,,,
1186,137,241,,,
1186,137,242,,,
1186,137,243,,,
1186,137,244,,,
1186,137,247,4911,1775461154,2026-04-06 14:39:14
1186,137,259,,,
1186,137,260,,,
1186,137,261,,,
1186,137,262,,,
1186,137,271,,,
1186,137,272,,,
1186,137,273,,,
1186,137,274,,,
1186,137,275,,,
1186,137,276,,,
1186,137,277,5389,1776241640,2026-04-15 15:27:20
1186,137,279,,,
1187,137,233,,,
1187,137,234,,,
1187,137,235,,,
1187,137,236,,,
1187,137,237,,,
1187,137,238,,,
1187,137,239,,,
1187,137,240,,,
1187,137,241,,,
1187,137,242,,,
1187,137,243,,,
1187,137,244,,,
1187,137,247,4905,1775462126,2026-04-06 14:55:26
1187,137,259,,,
1187,137,260,,,
1187,137,261,,,
1187,137,262,,,
1187,137,271,,,
1187,137,272,,,
1187,137,273,,,
1187,137,274,,,
1187,137,275,,,
1187,137,276,,,
1187,137,277,5399,1776240335,2026-04-15 15:05:35
1187,137,279,,,
1188,137,233,,,
1188,137,234,,,
1188,137,235,,,
1188,137,236,,,
1188,137,237,,,
1188,137,238,,,
1188,137,239,,,
1188,137,240,,,
1188,137,241,,,
1188,137,242,,,
1188,137,243,,,
1188,137,244,,,
1188,137,247,,,
1188,137,259,,,
1188,137,260,,,
1188,137,261,,,
1188,137,262,,,
1188,137,271,,,
1188,137,272,,,
1188,137,273,,,
1188,137,274,,,
1188,137,275,,,
1188,137,276,,,
1188,137,277,,,
1188,137,279,,,
1189,137,233,4921,1775457184,2026-04-06 13:33:04
1189,137,233,4930,1775457247,2026-04-06 13:34:07
1189,137,234,4932,1775458547,2026-04-06 13:55:47
1189,137,235,,,
1189,137,236,,,
1189,137,237,,,
1189,137,238,,,
1189,137,239,,,
1189,137,240,,,
1189,137,241,,,
1189,137,242,,,
1189,137,243,5356,1776224757,2026-04-15 10:45:57
1189,137,244,5358,1776226222,2026-04-15 11:10:22
1189,137,247,4949,1775462855,2026-04-06 15:07:35
1189,137,259,,,
1189,137,260,,,
1189,137,261,,,
1189,137,262,,,
1189,137,271,,,
1189,137,272,,,
1189,137,273,,,
1189,137,274,,,
1189,137,275,,,
1189,137,276,,,
1189,137,277,5380,1776240185,2026-04-15 15:03:05
1189,137,279,,,
1190,137,233,4701,1775238172,2026-04-04 00:42:52
1190,137,233,5369,1776233760,2026-04-15 13:16:00
1190,137,234,4702,1775276296,2026-04-04 11:18:16
1190,137,234,4704,1775277383,2026-04-04 11:36:23
1190,137,234,4705,1775308529,2026-04-04 20:15:29
1190,137,235,4716,1775310407,2026-04-04 20:46:47
1190,137,235,4717,1775311078,2026-04-04 20:57:58
1190,137,236,4718,1775315030,2026-04-04 22:03:50
1190,137,236,4764,1775397198,2026-04-05 20:53:18
1190,137,237,4768,1775398977,2026-04-05 21:22:57
1190,137,238,4774,1775401606,2026-04-05 22:06:46
1190,137,239,,,
1190,137,240,,,
1190,137,241,,,
1190,137,242,,,
1190,137,243,,,
1190,137,244,,,
1190,137,247,4906,1775461103,2026-04-06 14:38:23
1190,137,259,,,
1190,137,260,,,
1190,137,261,,,
1190,137,262,,,
1190,137,271,,,
1190,137,272,,,
1190,137,273,,,
1190,137,274,,,
1190,137,275,,,
1190,137,276,,,
1190,137,277,5373,1776240400,2026-04-15 15:06:40
1190,137,279,,,
1191,137,233,,,
1191,137,234,,,
1191,137,235,,,
1191,137,236,,,
1191,137,237,,,
1191,137,238,,,
1191,137,239,,,
1191,137,240,,,
1191,137,241,,,
1191,137,242,,,
1191,137,243,,,
1191,137,244,,,
1191,137,247,4926,1775463301,2026-04-06 15:15:01
1191,137,259,,,
1191,137,260,,,
1191,137,261,,,
1191,137,262,,,
1191,137,271,,,
1191,137,272,,,
1191,137,273,,,
1191,137,274,,,
1191,137,275,,,
1191,137,276,,,
1191,137,277,5375,1776240677,2026-04-15 15:11:17
1191,137,279,,,
1192,137,233,,,
1192,137,234,,,
1192,137,235,,,
1192,137,236,,,
1192,137,237,,,
1192,137,238,,,
1192,137,239,,,
1192,137,240,,,
1192,137,241,,,
1192,137,242,,,
1192,137,243,,,
1192,137,244,,,
1192,137,247,4939,1775463300,2026-04-06 15:15:00
1192,137,259,,,
1192,137,260,,,
1192,137,261,,,
1192,137,262,,,
1192,137,271,,,
1192,137,272,,,
1192,137,273,,,
1192,137,274,,,
1192,137,275,,,
1192,137,276,,,
1192,137,277,5392,1776240607,2026-04-15 15:10:07
1192,137,279,,,
1193,137,233,,,
1193,137,234,,,
1193,137,235,,,
1193,137,236,,,
1193,137,237,,,
1193,137,238,,,
1193,137,239,,,
1193,137,240,,,
1193,137,241,,,
1193,137,242,,,
1193,137,243,,,
1193,137,244,,,
1193,137,247,4946,1775463300,2026-04-06 15:15:00
1193,137,259,,,
1193,137,260,,,
1193,137,261,,,
1193,137,262,,,
1193,137,271,,,
1193,137,272,,,
1193,137,273,,,
1193,137,274,,,
1193,137,275,,,
1193,137,276,,,
1193,137,277,5385,1776241340,2026-04-15 15:22:20
1193,137,279,,,
1194,137,233,,,
1194,137,234,,,
1194,137,235,,,
1194,137,236,,,
1194,137,237,,,
1194,137,238,,,
1194,137,239,,,
1194,137,240,,,
1194,137,241,,,
1194,137,242,,,
1194,137,243,,,
1194,137,244,,,
1194,137,247,4933,1775463301,2026-04-06 15:15:01
1194,137,259,,,
1194,137,260,,,
1194,137,261,,,
1194,137,262,,,
1194,137,271,,,
1194,137,272,,,
1194,137,273,,,
1194,137,274,,,
1194,137,275,,,
1194,137,276,,,
1194,137,277,5390,1776240604,2026-04-15 15:10:04
1194,137,279,,,
1195,137,233,4895,1775459754,2026-04-06 14:15:54
1195,137,234,4945,1775460272,2026-04-06 14:24:32
1195,137,235,,,
1195,137,236,,,
1195,137,237,,,
1195,137,238,,,
1195,137,239,,,
1195,137,240,,,
1195,137,241,,,
1195,137,242,,,
1195,137,243,,,
1195,137,244,,,
1195,137,247,4910,1775460488,2026-04-06 14:28:08
1195,137,259,,,
1195,137,260,,,
1195,137,261,,,
1195,137,262,,,
1195,137,271,,,
1195,137,272,,,
1195,137,273,,,
1195,137,274,,,
1195,137,275,,,
1195,137,276,,,
1195,137,277,5403,1776240608,2026-04-15 15:10:08
1195,137,279,,,
1196,137,233,,,
1196,137,234,,,
1196,137,235,,,
1196,137,236,,,
1196,137,237,,,
1196,137,238,,,
1196,137,239,,,
1196,137,240,,,
1196,137,241,,,
1196,137,242,,,
1196,137,243,,,
1196,137,244,,,
1196,137,247,4914,1775463300,2026-04-06 15:15:00
1196,137,259,,,
1196,137,260,,,
1196,137,261,,,
1196,137,262,,,
1196,137,271,,,
1196,137,272,,,
1196,137,273,,,
1196,137,274,,,
1196,137,275,,,
1196,137,276,,,
1196,137,277,5386,1776240492,2026-04-15 15:08:12
1196,137,279,,,
1197,137,233,,,
1197,137,234,,,
1197,137,235,,,
1197,137,236,,,
1197,137,237,,,
1197,137,238,,,
1197,137,239,,,
1197,137,240,,,
1197,137,241,,,
1197,137,242,,,
1197,137,243,,,
1197,137,244,,,
1197,137,247,4917,1775462503,2026-04-06 15:01:43
1197,137,259,,,
1197,137,260,,,
1197,137,261,,,
1197,137,262,,,
1197,137,271,,,
1197,137,272,,,
1197,137,273,,,
1197,137,274,,,
1197,137,275,,,
1197,137,276,,,
1197,137,277,5384,1776241620,2026-04-15 15:27:00
1197,137,279,,,
61,142,129,2050,1769678176,2026-01-29 16:16:16
61,142,130,,,
61,142,131,,,
61,142,132,,,
61,142,140,,,
61,142,141,,,
61,142,144,,,
