userid,courseid,week_number,total_clicks,late_night_clicks,late_night_activity_ratio
177,72,3,1,0,0.0000
177,72,6,2,0,0.0000
177,72,8,1,0,0.0000
177,72,14,1,0,0.0000
177,72,16,5,0,0.0000
178,72,14,1,0,0.0000
178,72,16,1,0,0.0000
180,72,21,1,0,0.0000
181,72,5,1,0,0.0000
181,72,21,1,0,0.0000
182,72,2,1,0,0.0000
182,72,4,1,0,0.0000
182,72,6,2,0,0.0000
182,72,13,1,0,0.0000
182,72,18,5,0,0.0000
184,72,3,2,1,0.5000
185,72,11,1,0,0.0000
185,72,16,1,0,0.0000
187,72,0,1,0,0.0000
188,72,4,2,0,0.0000
189,72,0,1,0,0.0000
189,72,3,8,0,0.0000
190,72,1,1,0,0.0000
190,72,3,1,0,0.0000
190,72,10,2,0,0.0000
191,72,3,1,0,0.0000
191,72,7,1,0,0.0000
191,72,22,4,0,0.0000
192,72,0,3,0,0.0000
192,72,1,1,0,0.0000
192,72,2,1,0,0.0000
192,72,6,1,0,0.0000
193,72,2,1,0,0.0000
193,72,3,1,0,0.0000
193,72,5,1,1,1.0000
193,72,10,1,0,0.0000
2,73,0,96,0,0.0000
2,73,7,1,0,0.0000
2,73,18,2,0,0.0000
2,73,20,108,0,0.0000
2,73,21,1,0,0.0000
4,73,18,74,0,0.0000
4,73,19,12,0,0.0000
4,73,28,18,0,0.0000
4,73,30,2,0,0.0000
4,73,32,4,0,0.0000
66,73,11,1,0,0.0000
69,73,0,17,0,0.0000
69,73,1,18,0,0.0000
69,73,2,45,0,0.0000
69,73,3,1,0,0.0000
69,73,4,33,21,0.6364
69,73,5,32,0,0.0000
69,73,6,59,0,0.0000
69,73,7,29,0,0.0000
69,73,8,23,0,0.0000
69,73,9,14,4,0.2857
69,73,10,12,0,0.0000
69,73,11,18,15,0.8333
69,73,12,84,84,1.0000
69,73,14,525,0,0.0000
69,73,15,26,0,0.0000
69,73,18,51,9,0.1765
69,73,19,24,1,0.0417
69,73,20,5,0,0.0000
69,73,21,1,0,0.0000
69,73,22,1,0,0.0000
69,73,23,1,0,0.0000
69,73,24,18,0,0.0000
69,73,25,12,0,0.0000
69,73,26,5,3,0.6000
69,73,29,5,0,0.0000
69,73,30,8,0,0.0000
69,73,31,9,0,0.0000
69,73,32,3,0,0.0000
71,73,11,1,0,0.0000
71,73,14,3,0,0.0000
71,73,18,3,0,0.0000
155,73,0,6,0,0.0000
155,73,1,7,0,0.0000
155,73,2,22,0,0.0000
155,73,4,16,0,0.0000
155,73,5,2,0,0.0000
155,73,6,52,0,0.0000
155,73,7,20,0,0.0000
155,73,8,11,0,0.0000
155,73,9,21,0,0.0000
155,73,10,24,0,0.0000
155,73,11,17,0,0.0000
155,73,12,3,0,0.0000
155,73,19,2,0,0.0000
156,73,0,14,0,0.0000
156,73,1,10,0,0.0000
156,73,2,16,0,0.0000
156,73,4,12,0,0.0000
156,73,5,16,0,0.0000
156,73,6,19,0,0.0000
156,73,7,39,0,0.0000
156,73,8,13,0,0.0000
156,73,9,16,0,0.0000
156,73,10,13,0,0.0000
156,73,11,13,0,0.0000
156,73,18,10,0,0.0000
158,73,0,12,0,0.0000
158,73,1,8,0,0.0000
158,73,2,18,0,0.0000
158,73,4,19,0,0.0000
158,73,5,12,0,0.0000
158,73,6,22,0,0.0000
158,73,7,30,0,0.0000
158,73,8,20,0,0.0000
158,73,9,8,0,0.0000
158,73,10,9,0,0.0000
158,73,11,41,0,0.0000
158,73,17,11,0,0.0000
158,73,18,2,0,0.0000
159,73,0,8,0,0.0000
159,73,4,8,0,0.0000
159,73,5,12,0,0.0000
159,73,7,10,0,0.0000
159,73,8,1,0,0.0000
159,73,19,2,0,0.0000
159,73,29,2,0,0.0000
160,73,0,11,0,0.0000
160,73,1,9,0,0.0000
160,73,10,1,0,0.0000
160,73,11,23,0,0.0000
160,73,18,26,0,0.0000
161,73,0,5,0,0.0000
161,73,1,7,0,0.0000
161,73,2,15,0,0.0000
161,73,3,24,0,0.0000
161,73,4,7,0,0.0000
161,73,5,10,0,0.0000
161,73,6,24,0,0.0000
161,73,7,21,0,0.0000
161,73,8,3,0,0.0000
161,73,9,3,0,0.0000
161,73,10,12,0,0.0000
161,73,11,15,0,0.0000
161,73,14,2,0,0.0000
161,73,18,11,0,0.0000
161,73,30,26,0,0.0000
163,73,0,17,0,0.0000
163,73,1,16,0,0.0000
163,73,2,16,0,0.0000
163,73,4,8,0,0.0000
163,73,5,3,0,0.0000
163,73,6,19,2,0.1053
163,73,7,62,0,0.0000
163,73,8,15,0,0.0000
163,73,9,14,0,0.0000
163,73,10,33,0,0.0000
163,73,11,31,0,0.0000
163,73,12,46,0,0.0000
163,73,13,2,0,0.0000
163,73,18,32,0,0.0000
164,73,0,4,0,0.0000
164,73,1,2,0,0.0000
164,73,2,12,0,0.0000
164,73,4,11,0,0.0000
164,73,5,11,0,0.0000
164,73,6,35,0,0.0000
164,73,7,22,0,0.0000
164,73,8,5,0,0.0000
164,73,9,5,0,0.0000
164,73,10,11,0,0.0000
164,73,11,17,0,0.0000
164,73,12,2,0,0.0000
164,73,18,5,0,0.0000
165,73,0,5,0,0.0000
165,73,1,15,0,0.0000
165,73,2,8,0,0.0000
165,73,3,10,0,0.0000
165,73,4,32,0,0.0000
165,73,5,7,0,0.0000
165,73,6,78,37,0.4744
165,73,7,127,64,0.5039
165,73,8,15,0,0.0000
165,73,9,18,0,0.0000
165,73,10,80,0,0.0000
165,73,11,29,0,0.0000
165,73,13,8,7,0.8750
165,73,14,10,0,0.0000
165,73,18,13,0,0.0000
165,73,22,8,0,0.0000
166,73,0,6,0,0.0000
166,73,1,3,0,0.0000
166,73,4,8,0,0.0000
166,73,6,20,9,0.4500
166,73,8,7,0,0.0000
166,73,10,4,2,0.5000
166,73,11,85,11,0.1294
166,73,13,5,0,0.0000
167,73,0,10,0,0.0000
167,73,1,8,0,0.0000
167,73,2,18,0,0.0000
167,73,3,3,0,0.0000
167,73,4,10,0,0.0000
167,73,5,35,0,0.0000
167,73,6,36,0,0.0000
167,73,7,11,0,0.0000
167,73,8,4,0,0.0000
167,73,9,2,0,0.0000
167,73,10,11,0,0.0000
167,73,11,21,0,0.0000
167,73,12,12,0,0.0000
167,73,13,11,0,0.0000
167,73,18,11,0,0.0000
168,73,0,15,0,0.0000
168,73,2,18,10,0.5556
168,73,4,13,0,0.0000
168,73,5,11,0,0.0000
168,73,6,13,0,0.0000
168,73,7,30,0,0.0000
168,73,8,6,0,0.0000
168,73,9,20,0,0.0000
168,73,10,16,12,0.7500
168,73,11,25,4,0.1600
168,73,14,9,0,0.0000
168,73,18,71,0,0.0000
168,73,24,2,0,0.0000
169,73,0,14,0,0.0000
169,73,1,12,0,0.0000
169,73,2,16,0,0.0000
169,73,4,25,14,0.5600
169,73,5,10,0,0.0000
169,73,6,37,0,0.0000
169,73,7,30,0,0.0000
169,73,8,4,0,0.0000
169,73,9,6,0,0.0000
169,73,10,11,0,0.0000
169,73,11,47,0,0.0000
169,73,12,2,0,0.0000
169,73,18,1,0,0.0000
169,73,19,6,0,0.0000
170,73,0,11,0,0.0000
170,73,1,12,0,0.0000
170,73,2,26,0,0.0000
170,73,3,12,0,0.0000
170,73,4,12,0,0.0000
170,73,5,8,0,0.0000
170,73,6,153,0,0.0000
170,73,7,18,0,0.0000
170,73,8,1,0,0.0000
170,73,9,17,0,0.0000
170,73,11,50,0,0.0000
170,73,13,1,0,0.0000
170,73,14,11,0,0.0000
170,73,15,1,0,0.0000
170,73,19,2,0,0.0000
171,73,0,1,0,0.0000
173,73,0,1,1,1.0000
173,73,1,19,2,0.1053
173,73,2,38,0,0.0000
173,73,3,4,0,0.0000
173,73,4,22,0,0.0000
173,73,5,15,0,0.0000
173,73,6,57,0,0.0000
173,73,7,15,0,0.0000
173,73,8,30,4,0.1333
173,73,9,4,0,0.0000
173,73,10,40,0,0.0000
173,73,11,30,0,0.0000
173,73,13,1,0,0.0000
173,73,14,15,0,0.0000
173,73,15,1,0,0.0000
173,73,17,11,0,0.0000
173,73,18,2,0,0.0000
174,73,4,23,0,0.0000
174,73,5,5,5,1.0000
174,73,6,51,29,0.5686
174,73,7,12,0,0.0000
174,73,8,1,1,1.0000
174,73,9,5,0,0.0000
174,73,11,25,2,0.0800
174,73,15,5,0,0.0000
174,73,18,1,0,0.0000
175,73,0,12,0,0.0000
175,73,1,7,0,0.0000
175,73,2,19,0,0.0000
175,73,3,13,0,0.0000
175,73,4,5,0,0.0000
175,73,5,33,0,0.0000
175,73,6,14,0,0.0000
175,73,7,23,0,0.0000
175,73,9,3,0,0.0000
175,73,10,11,0,0.0000
175,73,11,47,2,0.0426
175,73,14,2,0,0.0000
175,73,18,2,0,0.0000
176,73,0,7,0,0.0000
176,73,1,6,0,0.0000
176,73,2,15,0,0.0000
176,73,3,1,0,0.0000
176,73,4,15,0,0.0000
176,73,5,8,0,0.0000
176,73,6,42,0,0.0000
176,73,7,10,0,0.0000
176,73,8,2,0,0.0000
176,73,9,33,0,0.0000
176,73,10,3,0,0.0000
176,73,11,15,0,0.0000
176,73,18,29,0,0.0000
177,73,0,10,0,0.0000
177,73,1,3,0,0.0000
177,73,2,30,0,0.0000
177,73,3,14,0,0.0000
177,73,4,12,0,0.0000
177,73,5,23,0,0.0000
177,73,6,55,0,0.0000
177,73,7,12,10,0.8333
177,73,8,9,0,0.0000
177,73,9,22,0,0.0000
177,73,10,3,0,0.0000
177,73,11,37,0,0.0000
177,73,12,2,0,0.0000
177,73,13,2,0,0.0000
177,73,14,15,0,0.0000
177,73,18,47,0,0.0000
178,73,0,6,0,0.0000
178,73,1,4,0,0.0000
178,73,2,6,0,0.0000
178,73,3,3,2,0.6667
178,73,4,9,0,0.0000
178,73,5,10,0,0.0000
178,73,6,17,0,0.0000
178,73,8,2,0,0.0000
178,73,10,15,6,0.4000
178,73,11,16,0,0.0000
178,73,12,4,0,0.0000
178,73,13,4,0,0.0000
178,73,14,19,0,0.0000
180,73,0,6,0,0.0000
180,73,1,6,0,0.0000
180,73,2,8,0,0.0000
180,73,4,4,0,0.0000
180,73,5,6,0,0.0000
180,73,6,44,25,0.5682
180,73,7,18,0,0.0000
180,73,8,28,4,0.1429
180,73,9,20,0,0.0000
180,73,10,8,0,0.0000
180,73,11,14,0,0.0000
180,73,14,8,0,0.0000
180,73,18,24,0,0.0000
180,73,22,3,0,0.0000
180,73,24,1,0,0.0000
181,73,0,9,0,0.0000
181,73,1,5,0,0.0000
181,73,2,24,0,0.0000
181,73,4,17,0,0.0000
181,73,5,36,0,0.0000
181,73,6,84,8,0.0952
181,73,7,30,0,0.0000
181,73,8,6,0,0.0000
181,73,9,36,0,0.0000
181,73,10,8,0,0.0000
181,73,11,47,0,0.0000
181,73,14,6,0,0.0000
181,73,15,3,0,0.0000
181,73,18,5,0,0.0000
181,73,21,7,0,0.0000
182,73,0,4,0,0.0000
182,73,1,3,0,0.0000
182,73,2,14,0,0.0000
182,73,3,12,10,0.8333
182,73,4,4,0,0.0000
182,73,5,15,2,0.1333
182,73,6,53,0,0.0000
182,73,7,30,0,0.0000
182,73,8,6,0,0.0000
182,73,9,10,0,0.0000
182,73,10,11,0,0.0000
182,73,11,29,3,0.1034
182,73,13,1,0,0.0000
182,73,18,16,0,0.0000
182,73,20,1,0,0.0000
182,73,21,3,0,0.0000
182,73,23,1,0,0.0000
182,73,30,2,0,0.0000
182,73,32,1,0,0.0000
184,73,0,8,0,0.0000
184,73,1,2,0,0.0000
184,73,2,16,0,0.0000
184,73,3,15,13,0.8667
184,73,4,5,0,0.0000
184,73,5,16,0,0.0000
184,73,6,30,0,0.0000
184,73,7,12,0,0.0000
184,73,8,10,8,0.8000
184,73,9,2,0,0.0000
184,73,10,31,0,0.0000
184,73,11,13,0,0.0000
184,73,18,21,0,0.0000
184,73,20,6,0,0.0000
184,73,30,1,0,0.0000
185,73,0,14,0,0.0000
185,73,1,8,0,0.0000
185,73,2,10,0,0.0000
185,73,3,13,0,0.0000
185,73,4,8,0,0.0000
185,73,6,41,2,0.0488
185,73,7,17,0,0.0000
185,73,9,9,0,0.0000
185,73,10,23,0,0.0000
185,73,11,40,0,0.0000
185,73,14,11,0,0.0000
185,73,15,1,0,0.0000
185,73,18,14,0,0.0000
185,73,32,1,0,0.0000
186,73,1,42,0,0.0000
186,73,6,115,33,0.2870
186,73,7,8,0,0.0000
186,73,10,38,19,0.5000
186,73,11,55,0,0.0000
186,73,17,11,0,0.0000
186,73,18,25,0,0.0000
188,73,0,16,0,0.0000
188,73,1,22,0,0.0000
188,73,5,21,0,0.0000
188,73,6,9,0,0.0000
188,73,7,35,0,0.0000
188,73,10,28,0,0.0000
188,73,11,16,0,0.0000
188,73,13,12,0,0.0000
188,73,14,41,0,0.0000
188,73,18,39,0,0.0000
188,73,20,2,0,0.0000
189,73,0,14,0,0.0000
189,73,1,13,0,0.0000
189,73,2,1,1,1.0000
189,73,3,2,0,0.0000
189,73,4,4,0,0.0000
190,73,0,11,0,0.0000
190,73,1,7,0,0.0000
190,73,2,16,4,0.2500
190,73,3,15,0,0.0000
190,73,4,4,0,0.0000
190,73,5,21,0,0.0000
190,73,6,16,0,0.0000
190,73,7,4,0,0.0000
190,73,8,20,0,0.0000
190,73,9,2,0,0.0000
190,73,10,18,0,0.0000
190,73,11,17,0,0.0000
190,73,15,1,0,0.0000
190,73,17,5,0,0.0000
190,73,18,52,3,0.0577
191,73,1,14,0,0.0000
191,73,2,12,0,0.0000
191,73,4,10,0,0.0000
191,73,5,7,0,0.0000
191,73,6,24,10,0.4167
191,73,9,24,0,0.0000
191,73,10,13,0,0.0000
191,73,11,18,0,0.0000
191,73,12,3,0,0.0000
191,73,13,1,0,0.0000
191,73,17,11,11,1.0000
191,73,19,6,0,0.0000
192,73,0,8,0,0.0000
192,73,1,9,0,0.0000
192,73,2,22,0,0.0000
192,73,3,2,0,0.0000
192,73,4,26,8,0.3077
192,73,5,16,0,0.0000
192,73,6,18,8,0.4444
192,73,7,37,0,0.0000
192,73,8,44,16,0.3636
192,73,9,6,0,0.0000
192,73,10,9,0,0.0000
192,73,11,14,0,0.0000
192,73,12,1,0,0.0000
192,73,13,8,0,0.0000
192,73,17,11,0,0.0000
192,73,19,14,0,0.0000
192,73,24,1,0,0.0000
193,73,0,20,0,0.0000
193,73,1,9,6,0.6667
193,73,2,29,0,0.0000
193,73,4,2,0,0.0000
193,73,5,45,6,0.1333
193,73,6,84,58,0.6905
193,73,7,47,17,0.3617
193,73,8,45,8,0.1778
193,73,9,24,1,0.0417
193,73,10,31,0,0.0000
193,73,11,40,7,0.1750
193,73,12,13,1,0.0769
193,73,14,27,0,0.0000
193,73,18,12,0,0.0000
2,74,0,99,0,0.0000
2,74,7,1,0,0.0000
2,74,18,6,0,0.0000
2,74,20,99,0,0.0000
63,74,23,1,0,0.0000
71,74,11,2,0,0.0000
71,74,14,3,0,0.0000
71,74,18,3,0,0.0000
155,74,0,6,0,0.0000
155,74,1,4,0,0.0000
155,74,2,21,0,0.0000
155,74,4,5,0,0.0000
155,74,6,1,0,0.0000
155,74,11,46,0,0.0000
155,74,12,14,0,0.0000
155,74,13,40,5,0.1250
155,74,14,8,0,0.0000
155,74,17,8,0,0.0000
155,74,18,39,39,1.0000
156,74,0,2,0,0.0000
156,74,2,21,0,0.0000
156,74,11,30,0,0.0000
156,74,12,29,0,0.0000
158,74,0,1,0,0.0000
158,74,2,12,2,0.1667
158,74,5,1,0,0.0000
158,74,11,53,0,0.0000
158,74,12,51,0,0.0000
158,74,13,30,0,0.0000
158,74,14,2,0,0.0000
158,74,18,19,0,0.0000
159,74,4,11,0,0.0000
159,74,5,5,0,0.0000
159,74,7,3,0,0.0000
159,74,8,2,0,0.0000
159,74,23,1,0,0.0000
160,74,1,2,0,0.0000
160,74,10,2,0,0.0000
160,74,11,1,0,0.0000
161,74,1,1,0,0.0000
161,74,2,13,0,0.0000
161,74,3,3,0,0.0000
161,74,4,1,0,0.0000
161,74,5,3,0,0.0000
161,74,11,56,0,0.0000
161,74,12,13,0,0.0000
161,74,13,33,0,0.0000
161,74,14,3,0,0.0000
161,74,18,14,0,0.0000
163,74,0,2,0,0.0000
163,74,2,20,0,0.0000
163,74,11,62,0,0.0000
163,74,12,2,0,0.0000
163,74,13,31,0,0.0000
164,74,2,5,0,0.0000
164,74,11,30,0,0.0000
164,74,12,32,0,0.0000
164,74,17,20,0,0.0000
164,74,18,6,0,0.0000
165,74,0,6,0,0.0000
165,74,2,25,0,0.0000
165,74,3,8,0,0.0000
165,74,4,4,0,0.0000
165,74,6,4,0,0.0000
165,74,11,53,1,0.0189
165,74,12,6,6,1.0000
165,74,13,18,9,0.5000
165,74,14,18,0,0.0000
165,74,16,8,0,0.0000
165,74,18,30,0,0.0000
166,74,1,5,0,0.0000
166,74,11,37,0,0.0000
166,74,12,27,0,0.0000
166,74,13,14,0,0.0000
166,74,15,1,0,0.0000
167,74,0,4,0,0.0000
167,74,1,2,0,0.0000
167,74,2,6,0,0.0000
167,74,6,3,0,0.0000
167,74,11,60,0,0.0000
167,74,12,53,0,0.0000
167,74,13,18,0,0.0000
167,74,15,1,0,0.0000
167,74,18,7,0,0.0000
168,74,2,30,2,0.0667
168,74,4,3,0,0.0000
168,74,11,46,0,0.0000
168,74,12,39,0,0.0000
168,74,13,1,0,0.0000
168,74,14,1,0,0.0000
168,74,18,2,0,0.0000
169,74,0,17,0,0.0000
169,74,1,1,0,0.0000
169,74,2,6,0,0.0000
169,74,3,10,0,0.0000
169,74,11,34,0,0.0000
169,74,12,39,0,0.0000
169,74,13,32,0,0.0000
169,74,14,1,0,0.0000
169,74,18,35,11,0.3143
170,74,0,8,0,0.0000
170,74,1,2,0,0.0000
170,74,2,26,0,0.0000
170,74,3,1,0,0.0000
170,74,4,5,0,0.0000
170,74,7,4,0,0.0000
170,74,11,62,0,0.0000
170,74,12,42,0,0.0000
170,74,13,25,0,0.0000
170,74,14,12,0,0.0000
170,74,17,2,0,0.0000
171,74,0,1,0,0.0000
173,74,0,5,3,0.6000
173,74,1,7,0,0.0000
173,74,2,24,0,0.0000
173,74,4,4,0,0.0000
173,74,6,6,0,0.0000
173,74,11,50,0,0.0000
173,74,12,55,0,0.0000
173,74,13,38,0,0.0000
173,74,14,2,0,0.0000
173,74,17,40,0,0.0000
173,74,18,26,0,0.0000
173,74,20,1,0,0.0000
173,74,23,2,0,0.0000
174,74,2,10,2,0.2000
174,74,4,3,0,0.0000
174,74,6,5,4,0.8000
174,74,11,27,0,0.0000
174,74,13,14,0,0.0000
175,74,0,2,0,0.0000
175,74,1,1,0,0.0000
175,74,2,7,0,0.0000
175,74,11,51,0,0.0000
175,74,12,33,0,0.0000
175,74,13,38,0,0.0000
175,74,14,6,0,0.0000
175,74,18,23,0,0.0000
176,74,0,7,0,0.0000
176,74,1,3,0,0.0000
176,74,2,12,0,0.0000
176,74,3,2,0,0.0000
176,74,11,43,0,0.0000
176,74,12,11,0,0.0000
176,74,13,37,0,0.0000
176,74,18,2,2,1.0000
176,74,29,1,0,0.0000
177,74,0,2,0,0.0000
177,74,1,1,0,0.0000
177,74,2,32,0,0.0000
177,74,3,1,0,0.0000
177,74,4,1,0,0.0000
177,74,5,1,0,0.0000
177,74,6,2,0,0.0000
177,74,11,58,0,0.0000
177,74,12,66,0,0.0000
177,74,13,39,0,0.0000
177,74,14,9,0,0.0000
177,74,18,3,0,0.0000
178,74,0,4,0,0.0000
178,74,2,10,0,0.0000
178,74,3,2,2,1.0000
178,74,4,13,0,0.0000
178,74,12,51,0,0.0000
178,74,13,88,0,0.0000
178,74,21,4,0,0.0000
180,74,0,2,0,0.0000
180,74,11,34,0,0.0000
180,74,12,26,0,0.0000
180,74,13,33,8,0.2424
180,74,14,1,0,0.0000
180,74,18,4,0,0.0000
181,74,0,2,0,0.0000
181,74,2,35,3,0.0857
181,74,4,2,0,0.0000
181,74,5,3,0,0.0000
181,74,11,67,0,0.0000
181,74,12,29,0,0.0000
181,74,15,1,0,0.0000
181,74,17,4,0,0.0000
181,74,18,37,6,0.1622
181,74,21,1,0,0.0000
182,74,0,7,0,0.0000
182,74,1,2,0,0.0000
182,74,2,8,0,0.0000
182,74,3,4,4,1.0000
182,74,4,4,0,0.0000
182,74,5,1,0,0.0000
182,74,6,1,0,0.0000
182,74,11,38,0,0.0000
182,74,12,46,0,0.0000
182,74,13,25,0,0.0000
182,74,18,54,5,0.0926
184,74,0,5,0,0.0000
184,74,2,6,0,0.0000
184,74,3,4,4,1.0000
184,74,11,34,0,0.0000
184,74,12,47,0,0.0000
184,74,13,37,0,0.0000
184,74,31,2,0,0.0000
185,74,0,1,0,0.0000
185,74,2,26,0,0.0000
185,74,3,3,0,0.0000
185,74,4,1,0,0.0000
185,74,8,2,0,0.0000
185,74,11,49,0,0.0000
185,74,12,78,0,0.0000
185,74,13,49,0,0.0000
185,74,14,4,0,0.0000
185,74,15,1,0,0.0000
185,74,18,15,0,0.0000
185,74,32,1,0,0.0000
186,74,1,3,0,0.0000
186,74,6,1,1,1.0000
186,74,10,7,1,0.1429
186,74,11,51,0,0.0000
186,74,12,33,0,0.0000
186,74,13,10,0,0.0000
186,74,18,29,20,0.6897
187,74,2,2,0,0.0000
188,74,2,11,0,0.0000
188,74,4,5,0,0.0000
188,74,5,4,0,0.0000
188,74,11,34,0,0.0000
188,74,12,30,0,0.0000
188,74,13,18,0,0.0000
188,74,14,1,0,0.0000
189,74,0,14,0,0.0000
189,74,2,3,3,1.0000
189,74,4,2,0,0.0000
190,74,0,4,0,0.0000
190,74,1,7,0,0.0000
190,74,2,25,0,0.0000
190,74,10,1,0,0.0000
190,74,11,36,0,0.0000
190,74,12,29,0,0.0000
190,74,13,38,0,0.0000
190,74,16,2,0,0.0000
190,74,17,1,0,0.0000
190,74,18,17,0,0.0000
190,74,19,1,0,0.0000
191,74,2,4,0,0.0000
191,74,6,1,0,0.0000
191,74,11,48,0,0.0000
191,74,12,33,0,0.0000
191,74,13,27,0,0.0000
191,74,17,4,4,1.0000
192,74,0,7,0,0.0000
192,74,2,10,1,0.1000
192,74,3,3,0,0.0000
192,74,4,3,0,0.0000
192,74,6,1,0,0.0000
192,74,11,52,0,0.0000
192,74,12,36,0,0.0000
192,74,13,32,0,0.0000
192,74,14,5,0,0.0000
192,74,17,14,0,0.0000
192,74,18,20,4,0.2000
193,74,0,6,0,0.0000
193,74,1,4,4,1.0000
193,74,2,20,0,0.0000
193,74,3,2,0,0.0000
193,74,5,9,0,0.0000
193,74,7,5,0,0.0000
193,74,8,7,3,0.4286
193,74,10,2,0,0.0000
193,74,11,43,0,0.0000
193,74,12,41,0,0.0000
193,74,13,51,0,0.0000
193,74,18,24,0,0.0000
285,74,0,6,0,0.0000
285,74,2,46,10,0.2174
285,74,3,3,3,1.0000
285,74,11,108,0,0.0000
285,74,12,129,38,0.2946
285,74,13,187,0,0.0000
285,74,14,140,0,0.0000
285,74,15,3,0,0.0000
2,75,0,97,0,0.0000
2,75,7,1,0,0.0000
2,75,18,1,0,0.0000
2,75,20,54,0,0.0000
2,75,22,1,0,0.0000
2,75,23,1,0,0.0000
4,75,23,30,0,0.0000
68,75,11,34,0,0.0000
68,75,14,480,0,0.0000
68,75,18,1,0,0.0000
68,75,21,44,0,0.0000
71,75,11,1,0,0.0000
71,75,14,2,0,0.0000
71,75,18,6,0,0.0000
155,75,1,2,0,0.0000
155,75,2,1,0,0.0000
155,75,6,1,0,0.0000
155,75,13,3,0,0.0000
155,75,15,11,0,0.0000
156,75,2,2,0,0.0000
156,75,15,13,0,0.0000
158,75,0,1,0,0.0000
158,75,15,10,0,0.0000
158,75,24,1,0,0.0000
159,75,4,1,0,0.0000
159,75,5,1,0,0.0000
159,75,7,1,0,0.0000
159,75,8,1,0,0.0000
161,75,2,1,0,0.0000
161,75,14,1,0,0.0000
161,75,16,9,0,0.0000
163,75,2,5,0,0.0000
163,75,14,1,0,0.0000
163,75,15,3,0,0.0000
163,75,17,12,0,0.0000
164,75,15,8,0,0.0000
165,75,0,1,0,0.0000
165,75,2,1,0,0.0000
165,75,3,1,0,0.0000
165,75,4,1,0,0.0000
165,75,6,2,0,0.0000
165,75,13,1,1,1.0000
165,75,14,8,0,0.0000
165,75,15,9,0,0.0000
165,75,16,17,17,1.0000
166,75,15,10,0,0.0000
167,75,2,3,0,0.0000
168,75,15,3,0,0.0000
168,75,16,12,0,0.0000
168,75,18,3,0,0.0000
169,75,1,1,0,0.0000
169,75,2,2,0,0.0000
170,75,1,1,0,0.0000
170,75,2,1,0,0.0000
170,75,4,1,0,0.0000
170,75,15,8,0,0.0000
170,75,16,14,0,0.0000
170,75,17,7,0,0.0000
171,75,0,6,0,0.0000
173,75,2,1,0,0.0000
173,75,4,1,0,0.0000
173,75,15,14,0,0.0000
174,75,4,1,0,0.0000
174,75,6,2,1,0.5000
174,75,11,1,1,1.0000
174,75,15,9,0,0.0000
175,75,0,1,0,0.0000
175,75,1,1,0,0.0000
175,75,6,1,0,0.0000
175,75,9,1,0,0.0000
175,75,14,2,0,0.0000
175,75,17,21,0,0.0000
176,75,2,3,0,0.0000
177,75,1,2,0,0.0000
177,75,2,2,0,0.0000
177,75,3,1,0,0.0000
177,75,5,1,0,0.0000
177,75,6,2,0,0.0000
177,75,8,1,0,0.0000
177,75,12,1,0,0.0000
177,75,13,1,0,0.0000
177,75,14,3,0,0.0000
177,75,15,8,0,0.0000
177,75,16,9,0,0.0000
177,75,17,1,0,0.0000
178,75,1,1,0,0.0000
178,75,2,9,0,0.0000
178,75,3,2,0,0.0000
178,75,13,5,0,0.0000
178,75,14,5,0,0.0000
180,75,14,2,0,0.0000
180,75,15,9,0,0.0000
180,75,21,1,0,0.0000
181,75,2,4,0,0.0000
181,75,4,1,0,0.0000
181,75,5,2,0,0.0000
181,75,15,13,0,0.0000
184,75,2,1,0,0.0000
184,75,13,1,0,0.0000
184,75,18,3,0,0.0000
185,75,16,11,0,0.0000
185,75,17,1,0,0.0000
186,75,1,1,0,0.0000
186,75,2,1,0,0.0000
186,75,6,1,1,1.0000
186,75,10,2,2,1.0000
186,75,17,12,1,0.0833
186,75,18,1,0,0.0000
188,75,5,1,0,0.0000
188,75,6,1,0,0.0000
188,75,14,3,0,0.0000
189,75,0,1,0,0.0000
189,75,2,1,1,1.0000
190,75,1,1,0,0.0000
190,75,15,2,0,0.0000
190,75,18,4,0,0.0000
191,75,2,1,0,0.0000
192,75,2,8,0,0.0000
192,75,6,1,0,0.0000
192,75,15,15,0,0.0000
193,75,1,2,0,0.0000
193,75,2,1,0,0.0000
193,75,3,2,0,0.0000
193,75,4,1,0,0.0000
193,75,6,3,0,0.0000
193,75,7,1,0,0.0000
193,75,10,1,0,0.0000
193,75,12,5,1,0.2000
193,75,13,1,0,0.0000
193,75,14,1,0,0.0000
2,76,0,191,0,0.0000
2,76,3,5,0,0.0000
2,76,8,3,0,0.0000
2,76,17,1,0,0.0000
2,76,20,2,0,0.0000
5,76,0,84,0,0.0000
5,76,2,72,0,0.0000
5,76,3,64,0,0.0000
5,76,4,70,0,0.0000
5,76,6,117,0,0.0000
5,76,8,59,0,0.0000
5,76,9,56,0,0.0000
5,76,10,84,0,0.0000
5,76,11,55,0,0.0000
5,76,12,56,0,0.0000
5,76,13,55,0,0.0000
5,76,15,111,0,0.0000
5,76,19,2,0,0.0000
5,76,28,3,0,0.0000
285,76,9,61,0,0.0000
285,76,10,55,26,0.4727
285,76,13,21,0,0.0000
285,76,14,4,4,1.0000
285,76,16,4,0,0.0000
285,76,22,1,0,0.0000
1062,76,0,18,0,0.0000
1062,76,2,4,0,0.0000
1062,76,4,2,0,0.0000
1062,76,6,9,0,0.0000
1062,76,8,5,0,0.0000
