userid,courseid,week_number,click_count
154,66,9,2
154,66,15,4
154,66,16,2
817,66,0,120
817,66,1,51
817,66,2,60
817,66,3,60
817,66,4,44
817,66,5,37
817,66,6,31
817,66,7,12
817,66,8,78
817,66,9,2
817,66,10,24
817,66,11,186
817,66,12,14
817,66,13,18
817,66,14,383
817,66,16,9
817,66,18,36
817,66,19,7
2,67,0,101
2,67,7,1
2,67,18,7
2,67,20,54
2,67,24,12
4,67,18,16
4,67,19,4
4,67,28,1
62,67,0,2
68,67,11,38
68,67,15,435
68,67,18,1
68,67,30,4
71,67,14,6
71,67,18,9
114,67,1,1
114,67,4,1
114,67,15,8
114,67,18,8
116,67,6,1
116,67,18,9
117,67,15,9
118,67,15,10
119,67,1,1
119,67,2,1
119,67,15,6
119,67,18,12
119,67,21,24
120,67,0,2
120,67,2,2
120,67,3,2
120,67,7,1
120,67,8,3
120,67,15,6
120,67,18,11
121,67,4,1
121,67,15,12
122,67,1,2
122,67,15,14
122,67,16,1
123,67,0,3
123,67,1,3
123,67,2,1
123,67,10,1
123,67,13,1
123,67,15,8
123,67,16,21
123,67,20,1
124,67,4,5
124,67,7,2
125,67,0,2
125,67,2,3
125,67,15,12
125,67,25,1
126,67,4,1
126,67,11,1
126,67,16,1
127,67,10,1
127,67,15,8
129,67,0,1
129,67,4,3
129,67,13,1
129,67,15,8
129,67,17,5
129,67,20,1
130,67,15,6
131,67,1,1
131,67,4,2
131,67,15,8
132,67,0,1
132,67,15,8
133,67,1,2
133,67,2,1
133,67,4,3
133,67,15,8
133,67,16,11
133,67,22,1
133,67,30,1
135,67,0,8
135,67,1,7
135,67,2,3
135,67,15,8
135,67,18,12
136,67,15,9
137,67,0,1
137,67,1,1
137,67,15,6
137,67,16,1
138,67,1,1
138,67,17,11
139,67,15,6
139,67,22,1
140,67,0,1
140,67,1,4
140,67,2,1
140,67,15,9
140,67,16,1
140,67,23,5
141,67,15,8
141,67,18,9
142,67,15,6
143,67,0,1
143,67,4,3
143,67,20,1
143,67,22,9
143,67,23,3
143,67,30,1
144,67,0,2
144,67,5,4
144,67,15,14
145,67,15,18
145,67,22,1
146,67,15,3
147,67,0,1
147,67,15,15
147,67,18,4
147,67,25,11
148,67,15,13
148,67,18,8
149,67,0,1
149,67,2,6
149,67,15,16
149,67,18,15
150,67,0,1
150,67,8,1
151,67,18,13
152,67,16,1
154,67,2,1
154,67,9,1
154,67,15,9
2,68,0,104
2,68,7,1
2,68,18,10
2,68,20,122
2,68,21,18
2,68,22,2
2,68,24,4
63,68,12,7
63,68,23,18
71,68,11,2
71,68,14,3
71,68,18,6
114,68,0,4
114,68,2,14
114,68,11,41
114,68,12,25
114,68,13,31
114,68,14,2
114,68,18,9
115,68,2,6
115,68,11,54
115,68,12,22
115,68,13,27
115,68,14,3
116,68,2,17
116,68,6,1
116,68,11,33
116,68,12,21
116,68,13,26
116,68,14,2
117,68,2,12
117,68,10,1
117,68,11,35
117,68,12,23
117,68,13,33
117,68,14,2
117,68,17,6
117,68,18,2
118,68,0,5
118,68,2,14
118,68,11,34
118,68,12,30
118,68,13,30
118,68,14,3
119,68,1,8
119,68,2,38
119,68,4,4
119,68,6,1
119,68,7,2
119,68,11,54
119,68,12,31
119,68,13,41
119,68,14,3
120,68,0,2
120,68,2,17
120,68,3,3
120,68,7,1
120,68,11,24
120,68,12,20
120,68,13,26
120,68,14,2
121,68,0,3
121,68,2,22
121,68,3,4
121,68,4,1
121,68,11,22
121,68,13,33
121,68,14,2
121,68,15,4
121,68,17,3
121,68,18,4
122,68,0,2
122,68,1,2
122,68,2,27
122,68,3,12
122,68,4,3
122,68,11,33
122,68,12,24
122,68,13,46
122,68,14,20
122,68,15,7
122,68,17,12
122,68,18,3
123,68,0,3
123,68,1,3
123,68,2,17
123,68,11,39
123,68,12,36
123,68,13,21
123,68,14,4
123,68,17,2
123,68,18,6
123,68,20,2
124,68,2,20
124,68,4,9
124,68,11,43
124,68,12,29
124,68,14,3
125,68,0,5
125,68,2,17
125,68,3,2
125,68,11,43
125,68,12,8
125,68,13,38
125,68,24,1
126,68,1,1
126,68,2,48
126,68,11,43
126,68,12,31
126,68,13,60
126,68,14,4
126,68,23,1
127,68,0,2
127,68,2,17
127,68,11,41
127,68,12,29
127,68,13,40
127,68,14,2
127,68,22,2
128,68,11,41
128,68,12,10
129,68,0,1
129,68,2,6
129,68,4,1
129,68,13,1
129,68,14,15
129,68,15,1
129,68,18,24
130,68,2,16
130,68,11,20
130,68,12,38
130,68,13,47
130,68,22,1
131,68,0,2
131,68,2,27
131,68,11,35
131,68,12,49
131,68,13,71
131,68,14,1
131,68,15,6
131,68,18,15
131,68,22,1
132,68,0,6
132,68,2,29
132,68,11,34
132,68,13,37
132,68,14,7
133,68,2,23
133,68,4,3
133,68,11,41
133,68,12,57
133,68,13,68
135,68,0,7
135,68,2,26
135,68,3,3
135,68,11,44
135,68,12,21
135,68,13,45
135,68,15,2
135,68,18,39
135,68,20,1
136,68,0,1
136,68,2,18
136,68,11,36
136,68,12,26
136,68,13,30
136,68,14,2
136,68,16,2
136,68,18,18
137,68,0,2
137,68,2,34
137,68,11,37
137,68,12,28
137,68,13,42
137,68,14,2
137,68,16,1
138,68,2,13
138,68,12,8
138,68,13,10
139,68,2,16
139,68,11,35
139,68,12,29
139,68,13,24
139,68,14,2
140,68,0,4
140,68,1,2
140,68,2,11
140,68,3,2
140,68,4,2
140,68,7,1
140,68,9,1
140,68,11,35
140,68,12,44
140,68,13,29
140,68,14,26
140,68,17,48
140,68,18,11
141,68,2,19
141,68,11,50
141,68,12,28
141,68,13,46
141,68,14,8
141,68,18,4
142,68,0,2
142,68,2,18
142,68,11,36
142,68,13,31
142,68,20,1
143,68,11,27
143,68,12,18
143,68,13,61
143,68,30,1
143,68,32,2
144,68,0,9
144,68,2,15
144,68,5,4
144,68,11,38
144,68,12,52
144,68,13,40
144,68,14,7
144,68,17,4
145,68,2,20
145,68,11,27
145,68,12,31
145,68,13,32
146,68,2,20
146,68,11,36
146,68,12,19
146,68,13,13
146,68,14,4
146,68,18,10
147,68,2,17
147,68,3,3
147,68,4,3
147,68,11,40
147,68,12,34
147,68,13,34
147,68,14,2
147,68,23,1
148,68,2,22
148,68,11,35
148,68,12,49
148,68,13,24
148,68,14,2
148,68,18,9
149,68,0,4
149,68,2,23
149,68,4,2
149,68,11,11
149,68,13,35
149,68,14,8
149,68,15,14
149,68,18,8
149,68,20,1
150,68,0,2
150,68,8,4
151,68,2,29
151,68,3,7
151,68,11,43
151,68,12,31
151,68,13,43
151,68,14,2
152,68,2,18
152,68,11,25
152,68,12,29
152,68,13,22
154,68,9,1
154,68,15,1
285,68,0,25
285,68,2,78
285,68,3,8
285,68,9,1
285,68,11,261
285,68,12,112
285,68,13,256
285,68,14,139
285,68,18,2
285,68,21,45
285,68,32,2
2,69,0,100
2,69,2,1
2,69,7,1
2,69,18,8
2,69,20,61
2,69,22,1
2,69,24,12
4,69,23,1
62,69,0,2
68,69,11,49
68,69,14,422
68,69,15,9
68,69,21,46
71,69,11,2
71,69,14,3
71,69,18,6
114,69,0,4
114,69,15,8
115,69,14,4
116,69,6,1
116,69,15,12
117,69,15,9
118,69,0,3
118,69,15,15
119,69,1,1
119,69,2,1
119,69,15,7
120,69,0,2
120,69,2,2
120,69,3,2
120,69,7,2
120,69,15,2
120,69,18,8
121,69,0,1
121,69,4,1
121,69,15,18
121,69,16,7
122,69,15,17
122,69,17,1
123,69,0,3
123,69,1,1
123,69,13,1
123,69,15,8
123,69,17,30
123,69,20,2
125,69,15,6
126,69,2,1
127,69,4,1
127,69,15,14
129,69,0,1
129,69,13,1
129,69,15,8
129,69,17,14
130,69,0,4
130,69,15,6
131,69,12,3
131,69,14,6
131,69,15,12
131,69,16,17
131,69,17,27
132,69,0,1
132,69,15,13
133,69,1,1
133,69,2,2
133,69,15,14
133,69,16,9
135,69,0,5
135,69,3,2
135,69,15,12
135,69,17,12
135,69,18,8
136,69,0,1
136,69,15,9
137,69,0,1
137,69,15,9
138,69,5,2
139,69,15,6
140,69,1,1
140,69,2,1
140,69,3,1
140,69,15,8
140,69,16,1
141,69,15,8
142,69,0,3
142,69,15,6
142,69,33,1
143,69,0,1
143,69,4,2
144,69,15,13
144,69,16,2
144,69,17,3
145,69,15,16
145,69,17,20
145,69,23,11
146,69,12,1
146,69,15,9
146,69,17,17
147,69,1,8
147,69,15,18
147,69,17,21
147,69,18,8
147,69,25,2
148,69,15,9
149,69,0,1
149,69,2,3
149,69,15,13
149,69,17,11
149,69,18,5
149,69,20,2
150,69,0,1
150,69,8,2
151,69,1,1
151,69,16,4
151,69,17,5
151,69,18,8
152,69,2,1
152,69,12,1
154,69,2,1
154,69,9,1
154,69,15,13
2,70,0,97
2,70,7,1
2,70,18,1
2,70,20,61
2,70,21,3
155,70,6,101
155,70,13,7
155,70,14,6
155,70,15,4
156,70,6,46
156,70,15,5
158,70,0,2
158,70,6,62
160,70,6,56
160,70,7,5
160,70,22,1
161,70,1,1
161,70,2,3
161,70,4,6
161,70,6,57
161,70,14,4
161,70,15,5
163,70,6,48
164,70,2,1
164,70,6,56
164,70,15,2
165,70,0,1
165,70,1,3
165,70,2,4
165,70,4,1
165,70,6,72
165,70,13,3
165,70,15,6
166,70,5,3
166,70,6,87
167,70,6,61
167,70,15,5
168,70,2,2
168,70,4,6
168,70,5,4
168,70,6,69
168,70,13,10
168,70,14,7
168,70,15,5
169,70,6,56
169,70,14,13
169,70,15,3
170,70,0,1
170,70,4,3
170,70,6,170
170,70,15,5
171,70,0,1
173,70,0,1
173,70,1,1
173,70,2,1
173,70,3,1
173,70,4,1
173,70,5,1
173,70,6,74
173,70,8,1
173,70,20,1
173,70,23,3
174,70,4,2
174,70,5,17
174,70,6,69
174,70,14,10
174,70,15,16
175,70,0,2
175,70,2,1
175,70,5,2
175,70,6,73
175,70,14,3
175,70,15,12
176,70,1,1
176,70,2,2
176,70,3,1
176,70,4,4
176,70,6,77
176,70,8,1
176,70,10,1
176,70,15,17
176,70,28,1
176,70,29,1
177,70,1,2
177,70,5,3
177,70,6,72
178,70,5,18
178,70,6,85
178,70,7,3
178,70,14,2
178,70,15,21
180,70,6,64
180,70,15,6
181,70,5,19
181,70,6,125
181,70,15,5
182,70,1,4
182,70,3,1
182,70,5,3
182,70,6,79
182,70,14,8
182,70,15,4
184,70,6,60
185,70,6,115
185,70,15,3
186,70,1,1
186,70,2,3
186,70,6,3
186,70,15,2
187,70,0,1
188,70,6,57
189,70,0,1
189,70,2,1
189,70,7,2
190,70,1,1
190,70,6,161
191,70,6,63
192,70,1,1
192,70,2,3
192,70,3,3
192,70,4,1
192,70,5,9
192,70,6,87
192,70,13,9
192,70,14,10
192,70,15,1
192,70,17,1
193,70,0,1
193,70,2,6
193,70,4,8
193,70,5,5
193,70,6,120
193,70,7,4
193,70,14,3
193,70,15,10
193,70,18,1
374,70,1,16
374,70,2,28
374,70,5,100
374,70,6,322
374,70,20,2
2,71,0,97
2,71,7,1
2,71,20,33
156,71,32,1
159,71,4,1
159,71,8,1
160,71,16,1
161,71,2,1
165,71,0,1
165,71,4,1
165,71,6,1
165,71,13,1
166,71,23,1
167,71,1,1
167,71,2,1
167,71,9,1
169,71,1,1
169,71,4,1
169,71,9,2
169,71,16,1
170,71,0,1
171,71,0,1
173,71,0,1
173,71,23,3
174,71,4,1
174,71,14,1
175,71,0,1
177,71,1,1
177,71,2,2
177,71,6,1
178,71,5,1
178,71,16,1
180,71,0,3
181,71,2,2
181,71,5,1
184,71,20,1
185,71,4,2
185,71,15,1
186,71,1,1
186,71,6,1
187,71,13,1
189,71,7,1
192,71,24,1
193,71,1,1
193,71,2,1
193,71,3,1
193,71,8,1
2,72,0,97
2,72,7,1
2,72,16,303
2,72,18,4
2,72,20,42
2,72,21,12
2,72,22,2
66,72,11,49
66,72,14,13
66,72,16,16
71,72,11,2
71,72,12,1
71,72,14,5
155,72,2,1
155,72,6,1
155,72,16,4
155,72,29,4
158,72,2,1
159,72,4,2
159,72,7,1
161,72,2,1
161,72,4,1
161,72,6,1
161,72,14,3
161,72,16,2
163,72,17,3
165,72,0,3
165,72,2,4
165,72,3,1
165,72,6,1
165,72,13,1
165,72,16,1
166,72,15,1
167,72,24,1
168,72,5,2
169,72,1,1
169,72,2,1
170,72,2,1
170,72,4,1
171,72,0,1
173,72,0,1
173,72,2,1
173,72,4,1
173,72,23,1
174,72,2,1
174,72,4,2
174,72,6,1
175,72,0,2
175,72,2,1
176,72,4,1
176,72,16,3
176,72,18,1
177,72,1,1
177,72,3,1
177,72,6,2
177,72,8,1
177,72,14,1
177,72,16,5
178,72,14,1
178,72,16,1
180,72,21,1
181,72,5,1
181,72,21,1
182,72,2,1
182,72,4,1
182,72,6,2
182,72,13,1
182,72,18,5
184,72,3,2
185,72,11,1
185,72,16,1
187,72,0,1
188,72,4,2
189,72,0,1
189,72,3,8
190,72,1,1
190,72,3,1
190,72,10,2
191,72,3,1
191,72,7,1
191,72,22,4
192,72,0,3
192,72,1,1
192,72,2,1
192,72,6,1
193,72,2,1
193,72,3,1
193,72,5,1
193,72,10,1
2,73,0,96
2,73,7,1
2,73,18,2
2,73,20,108
2,73,21,1
4,73,18,74
4,73,19,12
4,73,28,18
4,73,30,2
4,73,32,4
66,73,11,1
69,73,0,17
69,73,1,18
69,73,2,45
69,73,3,1
69,73,4,33
69,73,5,32
69,73,6,59
69,73,7,29
69,73,8,23
69,73,9,14
69,73,10,12
69,73,11,18
69,73,12,84
69,73,14,525
69,73,15,26
69,73,18,51
69,73,19,24
69,73,20,5
69,73,21,1
69,73,22,1
69,73,23,1
69,73,24,18
69,73,25,12
69,73,26,5
69,73,29,5
69,73,30,8
69,73,31,9
69,73,32,3
71,73,11,1
71,73,14,3
71,73,18,3
155,73,0,6
155,73,1,7
155,73,2,22
155,73,4,16
155,73,5,2
155,73,6,52
155,73,7,20
155,73,8,11
155,73,9,21
155,73,10,24
155,73,11,17
155,73,12,3
155,73,19,2
156,73,0,14
156,73,1,10
156,73,2,16
156,73,4,12
156,73,5,16
156,73,6,19
156,73,7,39
156,73,8,13
156,73,9,16
156,73,10,13
156,73,11,13
156,73,18,10
158,73,0,12
158,73,1,8
158,73,2,18
158,73,4,19
158,73,5,12
158,73,6,22
158,73,7,30
158,73,8,20
158,73,9,8
158,73,10,9
158,73,11,41
158,73,17,11
158,73,18,2
159,73,0,8
159,73,4,8
159,73,5,12
159,73,7,10
159,73,8,1
159,73,19,2
159,73,29,2
160,73,0,11
160,73,1,9
160,73,10,1
160,73,11,23
160,73,18,26
161,73,0,5
161,73,1,7
161,73,2,15
161,73,3,24
161,73,4,7
161,73,5,10
161,73,6,24
161,73,7,21
161,73,8,3
161,73,9,3
161,73,10,12
161,73,11,15
161,73,14,2
161,73,18,11
161,73,30,26
163,73,0,17
163,73,1,16
163,73,2,16
163,73,4,8
163,73,5,3
163,73,6,19
163,73,7,62
163,73,8,15
163,73,9,14
163,73,10,33
163,73,11,31
163,73,12,46
163,73,13,2
163,73,18,32
164,73,0,4
164,73,1,2
164,73,2,12
164,73,4,11
164,73,5,11
164,73,6,35
164,73,7,22
164,73,8,5
164,73,9,5
164,73,10,11
164,73,11,17
164,73,12,2
164,73,18,5
165,73,0,5
165,73,1,15
165,73,2,8
165,73,3,10
165,73,4,32
165,73,5,7
165,73,6,78
165,73,7,127
165,73,8,15
165,73,9,18
165,73,10,80
165,73,11,29
165,73,13,8
165,73,14,10
165,73,18,13
165,73,22,8
166,73,0,6
166,73,1,3
166,73,4,8
166,73,6,20
166,73,8,7
166,73,10,4
166,73,11,85
166,73,13,5
167,73,0,10
167,73,1,8
167,73,2,18
167,73,3,3
167,73,4,10
167,73,5,35
167,73,6,36
167,73,7,11
167,73,8,4
167,73,9,2
167,73,10,11
167,73,11,21
167,73,12,12
167,73,13,11
167,73,18,11
168,73,0,15
168,73,2,18
168,73,4,13
168,73,5,11
168,73,6,13
168,73,7,30
168,73,8,6
168,73,9,20
168,73,10,16
168,73,11,25
168,73,14,9
168,73,18,71
168,73,24,2
169,73,0,14
169,73,1,12
169,73,2,16
169,73,4,25
169,73,5,10
169,73,6,37
169,73,7,30
169,73,8,4
169,73,9,6
169,73,10,11
169,73,11,47
169,73,12,2
169,73,18,1
169,73,19,6
170,73,0,11
170,73,1,12
170,73,2,26
170,73,3,12
170,73,4,12
170,73,5,8
170,73,6,153
170,73,7,18
170,73,8,1
170,73,9,17
170,73,11,50
170,73,13,1
170,73,14,11
170,73,15,1
170,73,19,2
171,73,0,1
173,73,0,1
173,73,1,19
173,73,2,38
173,73,3,4
173,73,4,22
173,73,5,15
173,73,6,57
173,73,7,15
173,73,8,30
173,73,9,4
173,73,10,40
173,73,11,30
173,73,13,1
173,73,14,15
173,73,15,1
173,73,17,11
173,73,18,2
174,73,4,23
174,73,5,5
174,73,6,51
174,73,7,12
174,73,8,1
174,73,9,5
174,73,11,25
174,73,15,5
174,73,18,1
175,73,0,12
175,73,1,7
175,73,2,19
175,73,3,13
175,73,4,5
175,73,5,33
175,73,6,14
175,73,7,23
175,73,9,3
175,73,10,11
175,73,11,47
175,73,14,2
175,73,18,2
176,73,0,7
176,73,1,6
176,73,2,15
176,73,3,1
176,73,4,15
176,73,5,8
176,73,6,42
176,73,7,10
176,73,8,2
176,73,9,33
176,73,10,3
176,73,11,15
176,73,18,29
177,73,0,10
177,73,1,3
177,73,2,30
177,73,3,14
177,73,4,12
177,73,5,23
177,73,6,55
177,73,7,12
177,73,8,9
177,73,9,22
177,73,10,3
177,73,11,37
177,73,12,2
177,73,13,2
177,73,14,15
177,73,18,47
178,73,0,6
178,73,1,4
178,73,2,6
178,73,3,3
178,73,4,9
178,73,5,10
178,73,6,17
178,73,8,2
178,73,10,15
178,73,11,16
178,73,12,4
178,73,13,4
178,73,14,19
180,73,0,6
180,73,1,6
180,73,2,8
180,73,4,4
180,73,5,6
180,73,6,44
180,73,7,18
180,73,8,28
180,73,9,20
180,73,10,8
180,73,11,14
180,73,14,8
180,73,18,24
180,73,22,3
180,73,24,1
181,73,0,9
181,73,1,5
181,73,2,24
181,73,4,17
181,73,5,36
181,73,6,84
181,73,7,30
181,73,8,6
181,73,9,36
181,73,10,8
181,73,11,47
181,73,14,6
181,73,15,3
181,73,18,5
181,73,21,7
182,73,0,4
182,73,1,3
182,73,2,14
182,73,3,12
182,73,4,4
182,73,5,15
182,73,6,53
182,73,7,30
182,73,8,6
182,73,9,10
182,73,10,11
182,73,11,29
182,73,13,1
182,73,18,16
182,73,20,1
182,73,21,3
182,73,23,1
182,73,30,2
182,73,32,1
184,73,0,8
184,73,1,2
184,73,2,16
184,73,3,15
184,73,4,5
184,73,5,16
184,73,6,30
184,73,7,12
184,73,8,10
184,73,9,2
184,73,10,31
184,73,11,13
184,73,18,21
184,73,20,6
184,73,30,1
185,73,0,14
185,73,1,8
185,73,2,10
185,73,3,13
185,73,4,8
185,73,6,41
185,73,7,17
185,73,9,9
185,73,10,23
185,73,11,40
185,73,14,11
185,73,15,1
185,73,18,14
185,73,32,1
186,73,1,42
186,73,6,115
186,73,7,8
186,73,10,38
186,73,11,55
186,73,17,11
186,73,18,25
188,73,0,16
188,73,1,22
188,73,5,21
188,73,6,9
188,73,7,35
188,73,10,28
188,73,11,16
188,73,13,12
188,73,14,41
188,73,18,39
188,73,20,2
189,73,0,14
189,73,1,13
189,73,2,1
189,73,3,2
189,73,4,4
190,73,0,11
190,73,1,7
190,73,2,16
190,73,3,15
190,73,4,4
190,73,5,21
190,73,6,16
190,73,7,4
190,73,8,20
190,73,9,2
190,73,10,18
190,73,11,17
190,73,15,1
190,73,17,5
190,73,18,52
191,73,1,14
191,73,2,12
191,73,4,10
191,73,5,7
191,73,6,24
191,73,9,24
191,73,10,13
191,73,11,18
191,73,12,3
191,73,13,1
191,73,17,11
191,73,19,6
192,73,0,8
192,73,1,9
192,73,2,22
192,73,3,2
192,73,4,26
192,73,5,16
192,73,6,18
192,73,7,37
192,73,8,44
192,73,9,6
192,73,10,9
192,73,11,14
192,73,12,1
192,73,13,8
192,73,17,11
192,73,19,14
192,73,24,1
193,73,0,20
193,73,1,9
193,73,2,29
193,73,4,2
193,73,5,45
193,73,6,84
193,73,7,47
193,73,8,45
193,73,9,24
193,73,10,31
193,73,11,40
193,73,12,13
193,73,14,27
193,73,18,12
2,74,0,99
2,74,7,1
2,74,18,6
2,74,20,99
63,74,23,1
71,74,11,2
71,74,14,3
71,74,18,3
155,74,0,6
155,74,1,4
155,74,2,21
155,74,4,5
155,74,6,1
155,74,11,46
155,74,12,14
155,74,13,40
155,74,14,8
155,74,17,8
155,74,18,39
156,74,0,2
156,74,2,21
156,74,11,30
156,74,12,29
158,74,0,1
158,74,2,12
158,74,5,1
158,74,11,53
158,74,12,51
158,74,13,30
158,74,14,2
158,74,18,19
159,74,4,11
159,74,5,5
159,74,7,3
159,74,8,2
159,74,23,1
160,74,1,2
160,74,10,2
160,74,11,1
161,74,1,1
161,74,2,13
161,74,3,3
161,74,4,1
161,74,5,3
161,74,11,56
161,74,12,13
161,74,13,33
161,74,14,3
161,74,18,14
163,74,0,2
163,74,2,20
163,74,11,62
163,74,12,2
163,74,13,31
164,74,2,5
164,74,11,30
164,74,12,32
164,74,17,20
164,74,18,6
165,74,0,6
165,74,2,25
165,74,3,8
165,74,4,4
165,74,6,4
165,74,11,53
165,74,12,6
165,74,13,18
165,74,14,18
165,74,16,8
165,74,18,30
166,74,1,5
166,74,11,37
166,74,12,27
166,74,13,14
166,74,15,1
167,74,0,4
167,74,1,2
167,74,2,6
167,74,6,3
167,74,11,60
167,74,12,53
167,74,13,18
167,74,15,1
167,74,18,7
168,74,2,30
168,74,4,3
168,74,11,46
168,74,12,39
168,74,13,1
168,74,14,1
168,74,18,2
169,74,0,17
169,74,1,1
169,74,2,6
169,74,3,10
169,74,11,34
169,74,12,39
169,74,13,32
169,74,14,1
169,74,18,35
170,74,0,8
170,74,1,2
170,74,2,26
170,74,3,1
170,74,4,5
170,74,7,4
170,74,11,62
170,74,12,42
170,74,13,25
170,74,14,12
170,74,17,2
171,74,0,1
173,74,0,5
173,74,1,7
173,74,2,24
173,74,4,4
173,74,6,6
173,74,11,50
173,74,12,55
173,74,13,38
173,74,14,2
173,74,17,40
173,74,18,26
173,74,20,1
173,74,23,2
174,74,2,10
174,74,4,3
174,74,6,5
174,74,11,27
174,74,13,14
175,74,0,2
175,74,1,1
175,74,2,7
175,74,11,51
175,74,12,33
175,74,13,38
175,74,14,6
175,74,18,23
176,74,0,7
176,74,1,3
176,74,2,12
176,74,3,2
176,74,11,43
176,74,12,11
176,74,13,37
176,74,18,2
176,74,29,1
177,74,0,2
177,74,1,1
177,74,2,32
177,74,3,1
177,74,4,1
177,74,5,1
177,74,6,2
177,74,11,58
177,74,12,66
177,74,13,39
177,74,14,9
177,74,18,3
178,74,0,4
178,74,2,10
178,74,3,2
178,74,4,13
178,74,12,51
178,74,13,88
178,74,21,4
180,74,0,2
180,74,11,34
180,74,12,26
180,74,13,33
180,74,14,1
180,74,18,4
181,74,0,2
181,74,2,35
181,74,4,2
181,74,5,3
181,74,11,67
181,74,12,29
181,74,15,1
181,74,17,4
181,74,18,37
181,74,21,1
182,74,0,7
182,74,1,2
182,74,2,8
182,74,3,4
182,74,4,4
182,74,5,1
182,74,6,1
182,74,11,38
182,74,12,46
182,74,13,25
182,74,18,54
184,74,0,5
184,74,2,6
184,74,3,4
184,74,11,34
184,74,12,47
184,74,13,37
184,74,31,2
185,74,0,1
185,74,2,26
185,74,3,3
185,74,4,1
185,74,8,2
185,74,11,49
185,74,12,78
185,74,13,49
185,74,14,4
185,74,15,1
185,74,18,15
185,74,32,1
186,74,1,3
186,74,6,1
186,74,10,7
186,74,11,51
186,74,12,33
186,74,13,10
186,74,18,29
187,74,2,2
188,74,2,11
188,74,4,5
188,74,5,4
188,74,11,34
188,74,12,30
188,74,13,18
188,74,14,1
189,74,0,14
189,74,2,3
189,74,4,2
190,74,0,4
190,74,1,7
190,74,2,25
190,74,10,1
190,74,11,36
190,74,12,29
190,74,13,38
190,74,16,2
190,74,17,1
190,74,18,17
190,74,19,1
191,74,2,4
191,74,6,1
191,74,11,48
191,74,12,33
191,74,13,27
191,74,17,4
192,74,0,7
192,74,2,10
192,74,3,3
192,74,4,3
192,74,6,1
192,74,11,52
192,74,12,36
192,74,13,32
192,74,14,5
192,74,17,14
192,74,18,20
193,74,0,6
193,74,1,4
193,74,2,20
193,74,3,2
193,74,5,9
193,74,7,5
193,74,8,7
193,74,10,2
193,74,11,43
193,74,12,41
193,74,13,51
193,74,18,24
285,74,0,6
285,74,2,46
285,74,3,3
285,74,11,108
285,74,12,129
285,74,13,187
285,74,14,140
285,74,15,3
2,75,0,97
2,75,7,1
2,75,18,1
2,75,20,54
2,75,22,1
2,75,23,1
4,75,23,30
68,75,11,34
68,75,14,480
68,75,18,1
68,75,21,44
71,75,11,1
71,75,14,2
71,75,18,6
155,75,1,2
155,75,2,1
155,75,6,1
155,75,13,3
155,75,15,11
156,75,2,2
156,75,15,13
158,75,0,1
158,75,15,10
158,75,24,1
159,75,4,1
159,75,5,1
159,75,7,1
159,75,8,1
161,75,2,1
161,75,14,1
161,75,16,9
163,75,2,5
163,75,14,1
163,75,15,3
163,75,17,12
164,75,15,8
165,75,0,1
165,75,2,1
165,75,3,1
165,75,4,1
165,75,6,2
165,75,13,1
165,75,14,8
165,75,15,9
165,75,16,17
166,75,15,10
167,75,2,3
168,75,15,3
168,75,16,12
168,75,18,3
169,75,1,1
169,75,2,2
170,75,1,1
170,75,2,1
170,75,4,1
170,75,15,8
170,75,16,14
170,75,17,7
171,75,0,6
173,75,2,1
173,75,4,1
173,75,15,14
174,75,4,1
174,75,6,2
174,75,11,1
174,75,15,9
175,75,0,1
175,75,1,1
175,75,6,1
175,75,9,1
175,75,14,2
175,75,17,21
176,75,2,3
177,75,1,2
177,75,2,2
177,75,3,1
177,75,5,1
177,75,6,2
177,75,8,1
177,75,12,1
177,75,13,1
177,75,14,3
177,75,15,8
177,75,16,9
177,75,17,1
178,75,1,1
178,75,2,9
178,75,3,2
178,75,13,5
178,75,14,5
180,75,14,2
180,75,15,9
180,75,21,1
181,75,2,4
181,75,4,1
181,75,5,2
181,75,15,13
184,75,2,1
184,75,13,1
184,75,18,3
185,75,16,11
185,75,17,1
186,75,1,1
186,75,2,1
186,75,6,1
186,75,10,2
186,75,17,12
186,75,18,1
188,75,5,1
188,75,6,1
188,75,14,3
189,75,0,1
189,75,2,1
190,75,1,1
190,75,15,2
190,75,18,4
191,75,2,1
192,75,2,8
192,75,6,1
192,75,15,15
193,75,1,2
193,75,2,1
193,75,3,2
193,75,4,1
193,75,6,3
193,75,7,1
193,75,10,1
193,75,12,5
193,75,13,1
193,75,14,1
2,76,0,191
2,76,3,5
2,76,8,3
2,76,17,1
2,76,20,2
5,76,0,84
5,76,2,72
5,76,3,64
5,76,4,70
5,76,6,117
5,76,8,59
5,76,9,56
5,76,10,84
5,76,11,55
5,76,12,56
5,76,13,55
5,76,15,111
5,76,19,2
5,76,28,3
285,76,9,61
285,76,10,55
285,76,13,21
285,76,14,4
285,76,16,4
285,76,22,1
1062,76,0,18
1062,76,2,4
1062,76,4,2
1062,76,6,9
1062,76,8,5
1062,76,9,23
1063,76,0,18
1063,76,1,13
1063,76,2,5
1063,76,3,13
1063,76,4,3
1063,76,6,6
1063,76,7,6
1063,76,8,2
1063,76,9,6
1063,76,11,11
1063,76,12,10
1063,76,15,6
1063,76,16,2
1063,76,32,6
1064,76,0,12
1064,76,3,11
1064,76,4,6
1064,76,6,16
1064,76,8,4
1064,76,9,5
1065,76,0,13
1065,76,2,6
